序号,投资者账号,投资者,报单编号,本地报单编号,交易所,合约代码,合约名称,买卖,开平,报单价格,报单数量,报单状态,成交均价,成交数量,撤单数量,剩余数量,报单时间,撤单时间,成交时间,成交时间(日),手续费,平仓盈亏,平仓盈亏(逐笔),类型,时态,策略编号,备注,MEMO,策略名称,类别,下单用户,撤单用户,IP地址,MAC,委托终端,前置ID,会话ID,营业部
1496,138411,？？？？？？？？′？？？,166041,000000023273,SHFE,ni2209,ni2209,买,开仓,161170,1,撤单,161050.0,0,1,0,23:46:16,23:46:17,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1495,138411,？？？？？？？？′？？？,166040,000000023249,SHFE,ni2209,ni2209,买,开仓,161160,1,撤单,161050.0,0,1,0,23:46:16,23:46:16,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1494,138411,？？？？？？？？′？？？,166039,000000023241,SHFE,ni2209,ni2209,买,开仓,161160,1,撤单,161050.0,0,1,0,23:46:16,23:46:16,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1493,138411,？？？？？？？？′？？？,166032,000000023217,SHFE,ni2209,ni2209,买,开仓,161120,1,撤单,161050.0,0,1,0,23:46:14,23:46:16,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1492,138411,？？？？？？？？′？？？,166031,000000023209,SHFE,ni2209,ni2209,买,开仓,161120,1,撤单,161050.0,0,1,0,23:46:14,23:46:16,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1491,138411,？？？？？？？？′？？？,166024,000000023185,SHFE,ni2209,ni2209,买,开仓,161100,1,撤单,161050.0,0,1,0,23:46:13,23:46:13,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1490,138411,？？？？？？？？′？？？,166023,000000023177,SHFE,ni2209,ni2209,买,开仓,161100,1,撤单,161050.0,0,1,0,23:46:13,23:46:13,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1489,138411,？？？？？？？？′？？？,165872,000000023153,SHFE,ni2209,ni2209,买,开仓,161310,1,撤单,161050.0,0,1,0,23:45:45,23:45:45,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1488,138411,？？？？？？？？′？？？,165871,000000023145,SHFE,ni2209,ni2209,买,开仓,161310,1,撤单,161050.0,0,1,0,23:45:45,23:45:45,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1487,138411,？？？？？？？？′？？？,165828,000000023121,SHFE,ni2209,ni2209,买,开仓,161330,1,撤单,161050.0,0,1,0,23:45:37,23:45:37,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1486,138411,？？？？？？？？′？？？,165827,000000023113,SHFE,ni2209,ni2209,买,开仓,161330,1,撤单,161050.0,0,1,0,23:45:37,23:45:37,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1485,138411,？？？？？？？？′？？？,165786,000000023089,SHFE,ni2209,ni2209,买,开仓,161320,1,撤单,161050.0,0,1,0,23:45:25,23:45:28,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1484,138411,？？？？？？？？′？？？,165785,000000023081,SHFE,ni2209,ni2209,买,开仓,161320,1,撤单,161050.0,0,1,0,23:45:25,23:45:28,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1483,138411,？？？？？？？？′？？？,165782,000000023057,SHFE,ni2209,ni2209,买,开仓,161310,1,撤单,161050.0,0,1,0,23:45:24,23:45:25,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1482,138411,？？？？？？？？′？？？,165781,000000023049,SHFE,ni2209,ni2209,买,开仓,161310,1,撤单,161050.0,0,1,0,23:45:24,23:45:25,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1481,138411,？？？？？？？？′？？？,165641,000000023025,SHFE,ni2209,ni2209,买,开仓,161350,1,撤单,161050.0,0,1,0,23:45:07,23:45:08,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1480,138411,？？？？？？？？′？？？,165640,000000023017,SHFE,ni2209,ni2209,买,开仓,161350,1,撤单,161050.0,0,1,0,23:45:07,23:45:08,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1479,138411,？？？？？？？？′？？？,165636,000000022993,SHFE,ni2209,ni2209,买,开仓,161300,1,撤单,161050.0,0,1,0,23:45:07,23:45:07,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1478,138411,？？？？？？？？′？？？,165635,000000022985,SHFE,ni2209,ni2209,买,开仓,161300,1,撤单,161050.0,0,1,0,23:45:07,23:45:07,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1477,138411,？？？？？？？？′？？？,165611,000000022961,SHFE,ni2209,ni2209,买,开仓,161500,1,撤单,161050.0,0,1,0,23:45:03,23:45:06,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1476,138411,？？？？？？？？′？？？,165610,000000022953,SHFE,ni2209,ni2209,买,开仓,161500,1,撤单,161050.0,0,1,0,23:45:03,23:45:06,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1475,138411,？？？？？？？？′？？？,165469,000000022929,SHFE,ni2209,ni2209,买,开仓,161530,1,撤单,161050.0,0,1,0,23:44:41,23:44:42,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1474,138411,？？？？？？？？′？？？,165468,000000022921,SHFE,ni2209,ni2209,买,开仓,161530,1,撤单,161050.0,0,1,0,23:44:41,23:44:42,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1473,138411,？？？？？？？？′？？？,165437,000000022897,SHFE,ni2209,ni2209,买,开仓,161540,1,撤单,161050.0,0,1,0,23:44:33,23:44:34,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1472,138411,？？？？？？？？′？？？,165436,000000022889,SHFE,ni2209,ni2209,买,开仓,161540,1,撤单,161050.0,0,1,0,23:44:33,23:44:34,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1471,138411,？？？？？？？？′？？？,165394,000000022865,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:44:19,23:44:19,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1470,138411,？？？？？？？？′？？？,165393,000000022857,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:44:19,23:44:19,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1469,138411,？？？？？？？？′？？？,165388,000000022833,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:44:15,23:44:18,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1468,138411,？？？？？？？？′？？？,165387,000000022825,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:44:15,23:44:18,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1467,138411,？？？？？？？？′？？？,165384,000000022801,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:44:14,23:44:15,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1466,138411,？？？？？？？？′？？？,165383,000000022793,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:44:14,23:44:15,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1465,138411,？？？？？？？？′？？？,165378,000000022769,SHFE,ni2209,ni2209,买,开仓,161540,1,撤单,161050.0,0,1,0,23:44:13,23:44:14,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1464,138411,？？？？？？？？′？？？,165377,000000022761,SHFE,ni2209,ni2209,买,开仓,161540,1,撤单,161050.0,0,1,0,23:44:13,23:44:14,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1463,138411,？？？？？？？？′？？？,165375,000000022737,SHFE,ni2209,ni2209,买,开仓,161490,1,撤单,161050.0,0,1,0,23:44:12,23:44:13,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1462,138411,？？？？？？？？′？？？,165374,000000022729,SHFE,ni2209,ni2209,买,开仓,161490,1,撤单,161050.0,0,1,0,23:44:12,23:44:13,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1461,138411,？？？？？？？？′？？？,165342,000000022705,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:44:04,23:44:06,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1460,138411,？？？？？？？？′？？？,165341,000000022697,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:44:04,23:44:06,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1459,138411,？？？？？？？？′？？？,165334,000000022673,SHFE,ni2209,ni2209,买,开仓,161530,1,撤单,161050.0,0,1,0,23:44:03,23:44:04,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1458,138411,？？？？？？？？′？？？,165333,000000022665,SHFE,ni2209,ni2209,买,开仓,161530,1,撤单,161050.0,0,1,0,23:44:03,23:44:04,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1457,138411,？？？？？？？？′？？？,165279,000000022641,SHFE,ni2209,ni2209,买,开仓,161490,1,撤单,161050.0,0,1,0,23:43:55,23:43:55,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1456,138411,？？？？？？？？′？？？,165278,000000022633,SHFE,ni2209,ni2209,买,开仓,161490,1,撤单,161050.0,0,1,0,23:43:55,23:43:55,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1455,138411,？？？？？？？？′？？？,165275,000000022609,SHFE,ni2209,ni2209,买,开仓,161480,1,撤单,161050.0,0,1,0,23:43:55,23:43:55,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1454,138411,？？？？？？？？′？？？,165274,000000022601,SHFE,ni2209,ni2209,买,开仓,161480,1,撤单,161050.0,0,1,0,23:43:55,23:43:55,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1453,138411,？？？？？？？？′？？？,165261,000000022577,SHFE,ni2209,ni2209,买,开仓,161440,1,撤单,161050.0,0,1,0,23:43:52,23:43:54,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1452,138411,？？？？？？？？′？？？,165260,000000022569,SHFE,ni2209,ni2209,买,开仓,161440,1,撤单,161050.0,0,1,0,23:43:52,23:43:54,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1451,138411,？？？？？？？？′？？？,165245,000000022545,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:43:49,23:43:50,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1450,138411,？？？？？？？？′？？？,165244,000000022537,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:43:49,23:43:50,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1449,138411,？？？？？？？？′？？？,165239,000000022513,SHFE,ni2209,ni2209,买,开仓,161530,1,撤单,161050.0,0,1,0,23:43:49,23:43:49,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1448,138411,？？？？？？？？′？？？,165238,000000022505,SHFE,ni2209,ni2209,买,开仓,161530,1,撤单,161050.0,0,1,0,23:43:49,23:43:49,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1447,138411,？？？？？？？？′？？？,165234,000000022481,SHFE,ni2209,ni2209,买,开仓,161340,1,撤单,161050.0,0,1,0,23:43:48,23:43:49,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1446,138411,？？？？？？？？′？？？,165233,000000022473,SHFE,ni2209,ni2209,买,开仓,161340,1,撤单,161050.0,0,1,0,23:43:48,23:43:49,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1445,138411,？？？？？？？？′？？？,165175,000000022449,SHFE,ni2209,ni2209,买,开仓,161620,1,撤单,161050.0,0,1,0,23:43:44,23:43:44,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1444,138411,？？？？？？？？′？？？,165174,000000022441,SHFE,ni2209,ni2209,买,开仓,161620,1,撤单,161050.0,0,1,0,23:43:44,23:43:44,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1443,138411,？？？？？？？？′？？？,165169,000000022417,SHFE,ni2209,ni2209,买,开仓,161590,1,撤单,161050.0,0,1,0,23:43:43,23:43:43,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1442,138411,？？？？？？？？′？？？,165168,000000022409,SHFE,ni2209,ni2209,买,开仓,161590,1,撤单,161050.0,0,1,0,23:43:43,23:43:43,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1441,138411,？？？？？？？？′？？？,165164,000000022385,SHFE,ni2209,ni2209,买,开仓,161560,1,撤单,161050.0,0,1,0,23:43:42,23:43:42,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1440,138411,？？？？？？？？′？？？,165163,000000022377,SHFE,ni2209,ni2209,买,开仓,161560,1,撤单,161050.0,0,1,0,23:43:42,23:43:42,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1439,138411,？？？？？？？？′？？？,165158,000000022353,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:43:41,23:43:42,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1438,138411,？？？？？？？？′？？？,165157,000000022345,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161050.0,0,1,0,23:43:41,23:43:42,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1437,138411,？？？？？？？？′？？？,165129,000000022321,SHFE,ni2209,ni2209,买,开仓,161540,1,撤单,161050.0,0,1,0,23:43:39,23:43:41,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1436,138411,？？？？？？？？′？？？,165128,000000022313,SHFE,ni2209,ni2209,买,开仓,161540,1,撤单,161050.0,0,1,0,23:43:39,23:43:41,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1435,138411,？？？？？？？？′？？？,165092,000000022289,SHFE,ni2209,ni2209,买,开仓,161520,1,撤单,161050.0,0,1,0,23:43:38,23:43:39,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1434,138411,？？？？？？？？′？？？,165091,000000022281,SHFE,ni2209,ni2209,买,开仓,161520,1,撤单,161050.0,0,1,0,23:43:38,23:43:39,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1433,138411,？？？？？？？？′？？？,165070,000000022257,SHFE,ni2209,ni2209,买,开仓,161510,1,撤单,161050.0,0,1,0,23:43:35,23:43:37,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1432,138411,？？？？？？？？′？？？,165069,000000022249,SHFE,ni2209,ni2209,买,开仓,161510,1,撤单,161050.0,0,1,0,23:43:35,23:43:37,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1431,138411,？？？？？？？？′？？？,165037,000000022225,SHFE,ni2209,ni2209,买,开仓,161510,1,撤单,161050.0,0,1,0,23:43:29,23:43:30,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1430,138411,？？？？？？？？′？？？,165036,000000022217,SHFE,ni2209,ni2209,买,开仓,161510,1,撤单,161050.0,0,1,0,23:43:29,23:43:30,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1429,138411,？？？？？？？？′？？？,164992,000000022193,SHFE,ni2209,ni2209,买,开仓,161440,1,撤单,161050.0,0,1,0,23:43:20,23:43:20,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1428,138411,？？？？？？？？′？？？,164991,000000022185,SHFE,ni2209,ni2209,买,开仓,161440,1,撤单,161050.0,0,1,0,23:43:20,23:43:20,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1427,138411,？？？？？？？？′？？？,164985,000000022161,SHFE,ni2209,ni2209,买,开仓,161420,1,撤单,161050.0,0,1,0,23:43:18,23:43:18,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1426,138411,？？？？？？？？′？？？,164984,000000022153,SHFE,ni2209,ni2209,买,开仓,161420,1,撤单,161050.0,0,1,0,23:43:18,23:43:18,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1425,138411,？？？？？？？？′？？？,164975,000000022129,SHFE,ni2209,ni2209,买,开仓,161430,1,撤单,161050.0,0,1,0,23:43:17,23:43:17,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1424,138411,？？？？？？？？′？？？,164974,000000022121,SHFE,ni2209,ni2209,买,开仓,161430,1,撤单,161050.0,0,1,0,23:43:17,23:43:17,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1423,138411,？？？？？？？？′？？？,164951,000000022097,SHFE,ni2209,ni2209,买,开仓,161330,1,撤单,161050.0,0,1,0,23:43:11,23:43:11,, ,--,--,--,投机,GFD,套利[C30],,,ni09-08:Spread[C30],普通,138411,,,,InfiniV8_1,3,-290971658,
1422,138411,？？？？？？？？′？？？,164950,000000022089,SHFE,ni2209,ni2209,买,开仓,161330,1,撤单,161050.0,0,1,0,23:43:11,23:43:11,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1421,138411,？？？？？？？？′？？？,164908,000000022073,SHFE,ni2209,ni2209,买,开仓,161400,1,撤单,161050.0,0,1,0,23:43:01,23:43:02,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1420,138411,？？？？？？？？′？？？,164563,000000022065,SHFE,ni2208,ni2208,买,平今,166660,1,全部成交,166660.0,1,0,0,23:42:01,,23:42:01,20220701 23:42:01,--,80.00,80.00,投机,GFD,套利[C29],,,ni09-08:Spread[C29],普通,138411,,,,InfiniV8_1,3,-290971658,
1419,138411,？？？？？？？？′？？？,164562,000000022057,SHFE,ni2209,ni2209,    卖,平今,161510,1,全部成交,161510.0,1,0,0,23:42:01,,23:42:01,20220701 23:42:01,--,30.00,30.00,投机,GFD,套利[C29],,,ni09-08:Spread[C29],普通,138411,,,,InfiniV8_1,3,-290971658,
1418,138411,？？？？？？？？′？？？,164428,000000022041,SHFE,ni2209,ni2209,买,开仓,161530,1,撤单,161510.0,0,1,0,23:41:37,23:41:38,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1417,138411,？？？？？？？？′？？？,164412,000000022025,SHFE,ni2209,ni2209,买,开仓,161570,1,撤单,161510.0,0,1,0,23:41:34,23:41:35,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1416,138411,？？？？？？？？′？？？,164402,000000022009,SHFE,ni2209,ni2209,买,开仓,161560,1,撤单,161510.0,0,1,0,23:41:32,23:41:34,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1415,138411,？？？？？？？？′？？？,164396,000000021993,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161510.0,0,1,0,23:41:32,23:41:32,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1414,138411,？？？？？？？？′？？？,164394,000000021977,SHFE,ni2209,ni2209,买,开仓,161530,1,撤单,161510.0,0,1,0,23:41:31,23:41:32,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1413,138411,？？？？？？？？′？？？,164385,000000021961,SHFE,ni2209,ni2209,买,开仓,161510,1,撤单,161510.0,0,1,0,23:41:30,23:41:31,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1412,138411,？？？？？？？？′？？？,164350,000000021945,SHFE,ni2209,ni2209,买,开仓,161640,1,撤单,161510.0,0,1,0,23:41:25,23:41:26,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1411,138411,？？？？？？？？′？？？,164343,000000021929,SHFE,ni2209,ni2209,买,开仓,161630,1,撤单,161510.0,0,1,0,23:41:23,23:41:25,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1410,138411,？？？？？？？？′？？？,164332,000000021913,SHFE,ni2209,ni2209,买,开仓,161600,1,撤单,161510.0,0,1,0,23:41:21,23:41:23,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1409,138411,？？？？？？？？′？？？,164321,000000021897,SHFE,ni2209,ni2209,买,开仓,161580,1,撤单,161510.0,0,1,0,23:41:19,23:41:21,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1408,138411,？？？？？？？？′？？？,164317,000000021881,SHFE,ni2209,ni2209,买,开仓,161570,1,撤单,161510.0,0,1,0,23:41:17,23:41:18,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1407,138411,？？？？？？？？′？？？,164313,000000021865,SHFE,ni2209,ni2209,买,开仓,161580,1,撤单,161510.0,0,1,0,23:41:16,23:41:17,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1406,138411,？？？？？？？？′？？？,164310,000000021849,SHFE,ni2209,ni2209,买,开仓,161560,1,撤单,161510.0,0,1,0,23:41:15,23:41:15,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1405,138411,？？？？？？？？′？？？,164308,000000021833,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161510.0,0,1,0,23:41:14,23:41:15,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1404,138411,？？？？？？？？′？？？,164298,000000021817,SHFE,ni2209,ni2209,买,开仓,161560,1,撤单,161510.0,0,1,0,23:41:13,23:41:14,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1403,138411,？？？？？？？？′？？？,164294,000000021801,SHFE,ni2209,ni2209,买,开仓,161550,1,撤单,161510.0,0,1,0,23:41:12,23:41:13,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1402,138411,？？？？？？？？′？？？,164274,000000021785,SHFE,ni2209,ni2209,买,开仓,161490,1,撤单,161510.0,0,1,0,23:41:09,23:41:10,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
1401,138411,？？？？？？？？′？？？,164260,000000021769,SHFE,ni2209,ni2209,买,开仓,161490,1,撤单,161510.0,0,1,0,23:41:06,23:41:06,, ,--,--,--,投机,GFD,套利[C28],,,ni09-08:Spread[C28],普通,138411,,,,InfiniV8_1,3,-290971658,
